chr	strand	BSJ_count	cell_line	tool	circ_id	circ_id_strand	start	end	circ_ID	design	primer_found	total_primer_pairs	passed	failed_spec	failed_SNP	failed_sec_str_temp	failed_sec_str_amp
chr12	-	352	HLF	PFv2	chr12:124911952-124912636	chr12:124911952-124912636/-	124911952	124912636	circ08927	1	0	20	0	20	0	0	0
chr6	-	106	SW480	PFv2	chr6:57924416-57930291	chr6:57924416-57930291/-	57924416	57930291	circ08928	1	1	20	20	0	0	0	0
chr22	+	11	HLF	PFv2	chr22:17147717-17147779	chr22:17147717-17147779/+	17147717	17147779	circ08929	0	0	0	0	0	0	0	0
chr10	+	41	SW480	PFv2	chr10:5875794-5875965	chr10:5875794-5875965/+	5875794	5875965	circ08930	1	0	9	0	9	0	0	0
chr7	-	10	NCI-H23	PFv2	chr7:76222703-76413044	chr7:76222703-76413044/-	76222703	76413044	circ08931	1	0	18	0	18	0	0	0
chr22	+	18	SW480	PFv2	chr22:17147531-17147655	chr22:17147531-17147655/+	17147531	17147655	circ08932	1	1	9	9	0	0	0	0
chr20	-	17	HLF	PFv2	chr20:28586298-29482545	chr20:28586298-29482545/-	28586298	29482545	circ08933	1	0	20	0	20	0	0	0
chr17	+	41	HLF	PFv2	chr17:29278478-29281994	chr17:29278478-29281994/+	29278478	29281994	circ08934	1	0	1	0	1	0	0	0
chr5	+	108	SW480	PFv2	chr5:648760-650497	chr5:648760-650497/+	648760	650497	circ08935	1	1	20	20	0	0	0	0
chr20	-	34	HLF	PFv2	chr20:63571119-63571782	chr20:63571119-63571782/-	63571119	63571782	circ08936	0	0	0	0	0	0	0	0
chr4	+	11	NCI-H23	PFv2	chr4:1671257-1671413	chr4:1671257-1671413/+	1671257	1671413	circ08937	0	0	0	0	0	0	0	0
chr20	-	64	NCI-H23	PFv2	chr20:63693544-63693643	chr20:63693544-63693643/-	63693544	63693643	circ08938	0	0	0	0	0	0	0	0
chr5	-	85	NCI-H23	PFv2	chr5:47771871-48694801	chr5:47771871-48694801/-	47771871	48694801	circ08939	1	1	20	20	0	0	0	0
chr15	+	22	SW480	PFv2	chr15:91368250-91368601	chr15:91368250-91368601/+	91368250	91368601	circ08940	1	1	20	20	0	0	0	0
chr6	-	18	HLF	PFv2	chr6:47283937-47286595	chr6:47283937-47286595/-	47283937	47286595	circ07303	1	1	20	20	0	0	0	0
chr2	+	6	SW480	PFv2	chr2:61522610-61533903	chr2:61522610-61533903/+	61522610	61533903	circ04308	1	1	20	6	14	0	0	0
chr13	-	7	NCI-H23	PFv2	chr13:112863188-112863458	chr13:112863188-112863458/-	112863188	112863458	circ08941	0	0	0	0	0	0	0	0
chr17	+	23	HLF	PFv2	chr17:77215805-77216127	chr17:77215805-77216127/+	77215805	77216127	circ08942	1	0	20	0	20	0	0	0
chr4	+	6	SW480	PFv2	chr4:177353307-177360677	chr4:177353307-177360677/+	177353307	177360677	circ04189	1	1	15	14	1	0	0	0
chr5	+	89	SW480	PFv2	chr5:21491320-21497196	chr5:21491320-21497196/+	21491320	21497196	circ05763	1	1	14	13	0	0	0	1
chr17	+	46	NCI-H23	PFv2	chr17:841402-841518	chr17:841402-841518/+	841402	841518	circ08943	0	0	0	0	0	0	0	0
chr22	-	86	HLF	PFv2	chr22:17877094-17877202	chr22:17877094-17877202/-	17877094	17877202	circ08944	1	0	16	0	16	0	0	0
chr2	-	12	SW480	PFv2	chr2:97194844-97209709	chr2:97194844-97209709/-	97194844	97209709	circ08945	0	0	0	0	0	0	0	0
chr21	+	7	HLF	PFv2	chr21:12425173-12636436	chr21:12425173-12636436/+	12425173	12636436	circ08946	1	1	20	20	0	0	0	0
chr3	-	14	HLF	PFv2	chr3:87890109-87892031	chr3:87890109-87892031/-	87890109	87892031	circ05503	1	1	20	20	0	0	0	0
chr16	-	83	NCI-H23	PFv2	chr16:87738751-87738950	chr16:87738751-87738950/-	87738751	87738950	circ08947	1	1	17	15	2	0	0	0
chr14	+	23	HLF	PFv2	chr14:104942415-104950335	chr14:104942415-104950335/+	104942415	104950335	circ08948	1	0	6	0	6	0	0	1
chr17	-	52	HLF	PFv2	chr17:16382339-16382567	chr17:16382339-16382567/-	16382339	16382567	circ08949	1	0	3	0	3	0	0	0
chr1	+	7	NCI-H23	PFv2	chr1:120452116-120812095	chr1:120452116-120812095/+	120452116	120812095	circ08950	1	0	20	0	20	0	0	0
chr22	-	10	HLF	PFv2	chr22:11968253-11968637	chr22:11968253-11968637/-	11968253	11968637	circ08951	1	1	8	8	0	0	0	0
chr17	-	8	SW480	PFv2	chr17:7513243-7513453	chr17:7513243-7513453/-	7513243	7513453	circ08952	1	0	20	0	20	0	0	0
chr16	-	7	SW480	PFv2	chr16:2571581-2571718	chr16:2571581-2571718/-	2571581	2571718	circ08953	1	0	3	0	3	0	0	0
chr22	+	33	HLF	PFv2	chr22:17877067-17877130	chr22:17877067-17877130/+	17877067	17877130	circ08954	1	0	5	0	5	0	0	0
chr11	-	29	NCI-H23	PFv2	chr11:62528539-62528740	chr11:62528539-62528740/-	62528539	62528740	circ08955	1	0	5	0	5	0	0	0
chr14	+	11	HLF	PFv2	chr14:17904710-18063975	chr14:17904710-18063975/+	17904710	18063975	circ08956	1	1	20	20	0	0	0	0
chr14	+	21	HLF	PFv2	chr14:104950143-104950638	chr14:104950143-104950638/+	104950143	104950638	circ08957	0	0	0	0	0	0	0	0
chr11	-	105	HLF	PFv2	chr11:62530300-62530684	chr11:62530300-62530684/-	62530300	62530684	circ08958	1	0	20	0	20	0	0	0
chr2	-	14	NCI-H23	PFv2	chr2:97211668-97213447	chr2:97211668-97213447/-	97211668	97213447	circ08959	0	0	0	0	0	0	0	0
chr14	+	62	HLF	PFv2	chr14:104944785-104945280	chr14:104944785-104945280/+	104944785	104945280	circ08960	1	0	13	0	13	0	0	0
chr8	+	7	SW480	PFv2	chr8:125679932-125725888	chr8:125679932-125725888/+	125679932	125725888	circ06137	1	1	20	20	0	0	0	0
chr1	+	19	HLF	PFv2	chr1:117402185-117420649	chr1:117402185-117420649/+	117402185	117420649	circ02833	1	1	20	15	5	0	0	0
chr11	+	58	HLF	PFv2	chr11:62521713-62525211	chr11:62521713-62525211/+	62521713	62525211	circ08961	1	0	20	0	20	0	0	0
chr21	+	14	HLF	PFv2	chr21:12354377-12680380	chr21:12354377-12680380/+	12354377	12680380	circ08962	1	1	20	20	0	0	0	0
chr21	+	11	HLF	PFv2	chr21:10454133-10501019	chr21:10454133-10501019/+	10454133	10501019	circ06008	1	1	20	20	0	0	0	0
chr16	-	111	NCI-H23	PFv2	chr16:29424200-30265935	chr16:29424200-30265935/-	29424200	30265935	circ08963	1	0	8	0	8	0	0	0
chr5	-	8	HLF	PFv2	chr5:143399655-143400852	chr5:143399655-143400852/-	143399655	143400852	circ04462	1	1	19	19	0	0	0	0
chr19	-	6	SW480	PFv2	chr19:47781753-47781829	chr19:47781753-47781829/-	47781753	47781829	circ08964	1	1	2	2	0	0	0	0
chr1	+	7	NCI-H23	PFv2	chr1:35358924-35361789	chr1:35358924-35361789/+	35358924	35361789	circ06521	1	1	20	20	0	0	0	0
chr14	+	36	NCI-H23	PFv2	chr14:104949195-104949690	chr14:104949195-104949690/+	104949195	104949690	circ08965	0	0	0	0	0	0	0	0
chr6	+	40	NCI-H23	PFv2	chr6:157312949-157313357	chr6:157312949-157313357/+	157312949	157313357	circ08966	1	1	20	20	0	0	0	0
chr5	-	20	HLF	PFv2	chr5:124701013-124701269	chr5:124701013-124701269/-	124701013	124701269	circ03223	1	1	14	14	0	0	0	0
chr2	+	7	HLF	PFv2	chr2:233388256-233390483	chr2:233388256-233390483/+	233388256	233390483	circ07013	1	1	8	8	0	0	0	0
chr6	+	10	NCI-H23	PFv2	chr6:151331792-151332131	chr6:151331792-151332131/+	151331792	151332131	circ08967	0	0	0	0	0	0	0	0
chr16	-	126	SW480	PFv2	chr16:88501501-88501552	chr16:88501501-88501552/-	88501501	88501552	circ08968	0	0	0	0	0	0	0	0
chr11	-	83	NCI-H23	PFv2	chr11:62520391-62522551	chr11:62520391-62522551/-	62520391	62522551	circ08969	1	0	20	0	20	0	0	0
chr1	+	6	NCI-H23	PFv2	chr1:150348654-150354363	chr1:150348654-150354363/+	150348654	150354363	circ08970	1	0	3	0	3	0	0	0
chr16	-	12	HLF	PFv2	chr16:18334850-18372663	chr16:18334850-18372663/-	18334850	18372663	circ08971	1	0	2	0	2	0	0	0
chr17	+	8	NCI-H23	PFv2	chr17:82563353-82568201	chr17:82563353-82568201/+	82563353	82568201	circ08972	1	1	9	9	0	0	0	0
chr12	-	7	SW480	PFv2	chr12:511541-513201	chr12:511541-513201/-	511541	513201	circ08973	1	1	14	13	1	0	0	0
chr11	-	6	HLF	PFv2	chr11:65894013-65897006	chr11:65894013-65897006/-	65894013	65897006	circ05254	1	0	3	0	3	0	0	0
chr6	-	30	NCI-H23	PFv2	chr6:31651655-31957010	chr6:31651655-31957010/-	31651655	31957010	circ08974	1	1	20	20	0	0	0	0
chr6	+	32	NCI-H23	PFv2	chr6:4891712-4892379	chr6:4891712-4892379/+	4891712	4892379	circ04527	0	0	0	0	0	0	0	0
chr1	-	25	NCI-H23	PFv2	chr1:152308406-152312297	chr1:152308406-152312297/-	152308406	152312297	circ08975	1	0	20	0	20	0	0	0
chr6	-	109	HLF	PFv2	chr6:157313017-157313900	chr6:157313017-157313900/-	157313017	157313900	circ08976	1	1	2	2	0	0	0	0
chr4	+	7	HLF	PFv2	chr4:1236926-1237194	chr4:1236926-1237194/+	1236926	1237194	circ08977	1	0	4	0	4	0	0	0
chr17	-	7	NCI-H23	PFv2	chr17:32179363-32179853	chr17:32179363-32179853/-	32179363	32179853	circ08978	0	0	0	0	0	0	0	0
chr2	-	35	SW480	PFv2	chr2:241573165-241573285	chr2:241573165-241573285/-	241573165	241573285	circ08979	0	0	0	0	0	0	0	0
chr11	-	24	SW480	PFv2	chr11:62522718-62525064	chr11:62522718-62525064/-	62522718	62525064	circ08980	1	0	20	0	20	0	0	0
chr11	-	88	NCI-H23	PFv2	chr11:62525743-62531794	chr11:62525743-62531794/-	62525743	62531794	circ08981	1	0	20	0	20	0	0	0
chr14	-	15	HLF	PFv2	chr14:104941728-104949153	chr14:104941728-104949153/-	104941728	104949153	circ08982	1	0	2	0	2	0	0	0
chr11	-	36	NCI-H23	PFv2	chr11:62528827-62530807	chr11:62528827-62530807/-	62528827	62530807	circ08983	1	0	20	0	20	0	0	0
chr11	-	6	NCI-H23	PFv2	chr11:62521509-62529927	chr11:62521509-62529927/-	62521509	62529927	circ08759	1	0	12	0	12	0	0	0
chr2	+	10	NCI-H23	PFv2	chr2:130662184-131268971	chr2:130662184-131268971/+	130662184	131268971	circ08984	1	0	2	0	2	0	0	0
chr11	-	61	HLF	PFv2	chr11:62522515-62529781	chr11:62522515-62529781/-	62522515	62529781	circ08985	1	0	20	0	20	0	0	0
chr1	-	13	HLF	PFv2	chr1:235239112-235241661	chr1:235239112-235241661/-	235239112	235241661	circ08986	0	0	0	0	0	0	0	0
chr16	+	6	SW480	PFv2	chr16:511030-511466	chr16:511030-511466/+	511030	511466	circ08987	0	0	0	0	0	0	0	0
chr6	-	6	SW480	PFv2	chr6:82177297-82177500	chr6:82177297-82177500/-	82177297	82177500	circ08988	1	0	7	0	7	0	0	0
chr14	+	52	HLF	PFv2	chr14:104943405-104950335	chr14:104943405-104950335/+	104943405	104950335	circ08989	1	0	6	0	6	0	0	1
chr8	+	26	NCI-H23	PFv2	chr8:144281040-144281250	chr8:144281040-144281250/+	144281040	144281250	circ08990	1	1	20	20	0	0	0	0
chr6	+	60	NCI-H23	PFv2	chr6:157310619-157312881	chr6:157310619-157312881/+	157310619	157312881	circ08991	1	1	5	5	0	0	0	0
chr6	+	4007	NCI-H23	PFv2	chr6:29888582-29943383	chr6:29888582-29943383/+	29888582	29943383	circ08992	1	0	3	0	3	0	0	0
chr8	+	16	NCI-H23	PFv2	chr8:144381615-144382155	chr8:144381615-144382155/+	144381615	144382155	circ08993	1	1	18	18	0	0	0	0
chr2	+	86	SW480	PFv2	chr2:120187942-120192804	chr2:120187942-120192804/+	120187942	120192804	circ08994	1	0	12	0	12	0	0	0
chr3	-	10	SW480	PFv2	chr3:114350273-114351878	chr3:114350273-114351878/-	114350273	114351878	circ03293	1	1	16	16	0	0	0	0
chr19	-	10	SW480	PFv2	chr19:21057338-21057422	chr19:21057338-21057422/-	21057338	21057422	circ08702	1	0	7	0	7	0	0	0
chr2	-	6	HLF	PFv2	chr2:37316236-37317179	chr2:37316236-37317179/-	37316236	37317179	circ03200	1	1	6	6	0	0	0	0
chr5	+	12	NCI-H23	PFv2	chr5:172149982-172150416	chr5:172149982-172150416/+	172149982	172150416	circ08995	1	0	12	0	12	0	0	0
chr21	+	6	HLF	PFv2	chr21:10374780-10375000	chr21:10374780-10375000/+	10374780	10375000	circ08996	1	1	17	17	0	0	0	0
chr1	+	6	HLF	PFv2	chr1:201211260-201211368	chr1:201211260-201211368/+	201211260	201211368	circ08997	1	0	8	0	8	0	0	0
chr19	+	9	SW480	PFv2	chr19:52890240-52915322	chr19:52890240-52915322/+	52890240	52915322	circ08998	1	0	20	0	20	0	0	0
chr7	+	11	SW480	PFv2	chr7:75384405-75385156	chr7:75384405-75385156/+	75384405	75385156	circ08999	1	1	20	18	2	0	0	0
chr5	+	6	NCI-H23	PFv2	chr5:180485792-180485919	chr5:180485792-180485919/+	180485792	180485919	circ09000	1	1	8	7	1	0	0	0
chr19	-	6	HLF	PFv2	chr19:23145854-23145938	chr19:23145854-23145938/-	23145854	23145938	circ09001	0	0	0	0	0	0	0	0
chr20	-	111	SW480	PFv2	chr20:63775677-63790790	chr20:63775677-63790790/-	63775677	63790790	circ06729	1	1	17	17	0	0	0	0
chr10	+	7	NCI-H23	PFv2	chr10:87223717-87355425	chr10:87223717-87355425/+	87223717	87355425	circ09002	0	0	0	0	0	0	0	0
chr11	-	13	NCI-H23	PFv2	chr11:69112771-69668809	chr11:69112771-69668809/-	69112771	69668809	circ09003	1	0	20	0	20	0	0	0
chr22	+	25	NCI-H23	PFv2	chr22:17877058-17877310	chr22:17877058-17877310/+	17877058	17877310	circ09004	1	0	20	0	20	0	0	0
chr1	-	12	SW480	PFv2	chr1:16484822-16631109	chr1:16484822-16631109/-	16484822	16631109	circ09005	0	0	0	0	0	0	0	0
chr14	+	6	HLF	PFv2	chr14:22857065-22877053	chr14:22857065-22877053/+	22857065	22877053	circ07391	1	1	14	14	0	0	0	0
chr14	-	76	HLF	PFv2	chr14:104943591-104952996	chr14:104943591-104952996/-	104943591	104952996	circ09006	1	0	7	0	7	0	0	0
chr1	-	9	NCI-H23	PFv2	chr1:3739763-3739835	chr1:3739763-3739835/-	3739763	3739835	circ09007	1	0	5	0	5	0	0	0
chr5	-	56	NCI-H23	PFv2	chr5:14347039-14347396	chr5:14347039-14347396/-	14347039	14347396	circ09008	0	0	0	0	0	0	0	0
chr1	-	6	SW480	PFv2	chr1:21850040-21850498	chr1:21850040-21850498/-	21850040	21850498	circ09009	0	0	0	0	0	0	0	0
chr5	-	6	HLF	PFv2	chr5:628546-628680	chr5:628546-628680/-	628546	628680	circ09010	1	1	3	3	0	0	0	0
chr22	-	13	HLF	PFv2	chr22:17876950-17877076	chr22:17876950-17877076/-	17876950	17877076	circ09011	1	0	14	0	14	0	0	0
chr6	-	29	NCI-H23	PFv2	chr6:141566203-141746119	chr6:141566203-141746119/-	141566203	141746119	circ09012	0	0	0	0	0	0	0	0
chr21	+	9	NCI-H23	PFv2	chr21:15762890-15766141	chr21:15762890-15766141/+	15762890	15766141	circ04246	1	1	20	4	16	0	0	0
chr6	-	7	SW480	PFv2	chr6:170146244-170146329	chr6:170146244-170146329/-	170146244	170146329	circ09013	1	1	4	4	0	0	0	0
chr17	-	211	HLF	PFv2	chr17:16382111-16382339	chr17:16382111-16382339/-	16382111	16382339	circ09014	1	0	17	0	17	0	0	0
chr12	-	8	HLF	PFv2	chr12:99772921-99782097	chr12:99772921-99782097/-	99772921	99782097	circ03716	1	1	20	18	2	0	0	0
chr9	+	36	SW480	PFv2	chr9:137102739-137102981	chr9:137102739-137102981/+	137102739	137102981	circ09015	0	0	0	0	0	0	0	0
chr16	-	6	NCI-H23	PFv2	chr16:618741-619103	chr16:618741-619103/-	618741	619103	circ09016	1	1	9	9	0	0	0	0
chr4	-	6	HLF	PFv2	chr4:10097710-10103986	chr4:10097710-10103986/-	10097710	10103986	circ05897	1	1	8	7	1	0	0	0
chr9	-	39	NCI-H23	PFv2	chr9:137102222-137102775	chr9:137102222-137102775/-	137102222	137102775	circ09017	0	0	0	0	0	0	0	0
chr12	-	16	SW480	PFv2	chr12:108652271-108654410	chr12:108652271-108654410/-	108652271	108654410	circ03207	1	1	20	19	1	0	0	0
chr6	+	12	HLF	PFv2	chr6:158312050-158314268	chr6:158312050-158314268/+	158312050	158314268	circ08810	1	1	1	1	0	0	0	0
chr11	-	27	HLF	PFv2	chr11:62531716-62532100	chr11:62531716-62532100/-	62531716	62532100	circ09018	1	0	20	0	20	0	0	0
chr2	-	6	NCI-H23	PFv2	chr2:97198585-97204096	chr2:97198585-97204096/-	97198585	97204096	circ09019	0	0	0	0	0	0	0	0
chr1	+	6	HLF	PFv2	chr1:822459-822669	chr1:822459-822669/+	822459	822669	circ09020	1	1	18	17	1	0	0	0
chr19	-	78	NCI-H23	PFv2	chr19:36984131-37494229	chr19:36984131-37494229/-	36984131	37494229	circ09021	0	0	0	0	0	0	0	0
chr11	+	28	SW480	PFv2	chr11:1017363-1018542	chr11:1017363-1018542/+	1017363	1018542	circ09022	1	0	17	0	17	0	0	0
chr15	-	7	NCI-H23	PFv2	chr15:32522447-32533368	chr15:32522447-32533368/-	32522447	32533368	circ08649	1	0	20	0	20	0	0	0
chr8	-	9	NCI-H23	PFv2	chr8:140864311-140890769	chr8:140864311-140890769/-	140864311	140890769	circ02903	1	1	20	18	2	0	0	0
chr6	-	26	SW480	PFv2	chr6:157312949-157313357	chr6:157312949-157313357/-	157312949	157313357	circ08966	1	1	20	20	0	0	0	0
chr20	+	15	NCI-H23	PFv2	chr20:58438944-58441083	chr20:58438944-58441083/+	58438944	58441083	circ06282	1	1	20	20	0	0	0	0
chr1	-	9	NCI-H23	PFv2	chr1:143608291-144435853	chr1:143608291-144435853/-	143608291	144435853	circ09023	1	0	20	0	20	0	0	0
chr10	-	6	NCI-H23	PFv2	chr10:5794884-5800705	chr10:5794884-5800705/-	5794884	5800705	circ02734	1	1	20	20	0	0	0	0
chr5	-	15	HLF	PFv2	chr5:71510095-71510578	chr5:71510095-71510578/-	71510095	71510578	circ09024	1	0	20	0	20	0	0	0
chr19	-	70	SW480	PFv2	chr19:53441907-53479394	chr19:53441907-53479394/-	53441907	53479394	circ09025	0	0	0	0	0	0	0	0
chr10	-	17	HLF	PFv2	chr10:128106105-128106471	chr10:128106105-128106471/-	128106105	128106471	circ09026	1	0	20	0	20	0	0	0
chr6	+	21	HLF	PFv2	chr6:10786813-10787163	chr6:10786813-10787163/+	10786813	10787163	circ09027	1	1	20	20	0	0	0	0
chr6	-	19	NCI-H23	PFv2	chr6:157311459-157313051	chr6:157311459-157313051/-	157311459	157313051	circ09028	1	1	6	6	0	0	0	0
chr19	+	27	SW480	PFv2	chr19:14744685-14746593	chr19:14744685-14746593/+	14744685	14746593	circ09029	1	0	8	0	8	0	0	0
chr5	+	46	NCI-H23	PFv2	chr5:48209196-48403089	chr5:48209196-48403089/+	48209196	48403089	circ09030	1	1	20	20	0	0	0	0
chr19	-	9	SW480	PFv2	chr19:34390893-34391042	chr19:34390893-34391042/-	34390893	34391042	circ09031	1	1	3	1	0	0	0	2
chr11	-	52	HLF	PFv2	chr11:62522920-62526034	chr11:62522920-62526034/-	62522920	62526034	circ09032	1	0	20	0	20	0	0	0
chr1	-	63	HLF	PFv2	chr1:39413579-39413657	chr1:39413579-39413657/-	39413579	39413657	circ09033	0	0	0	0	0	0	0	0
chr7	+	6	SW480	PFv2	chr7:24620051-24668660	chr7:24620051-24668660/+	24620051	24668660	circ07411	1	1	20	20	0	0	0	0
chr19	-	6	HLF	PFv2	chr19:21974728-21988909	chr19:21974728-21988909/-	21974728	21988909	circ09034	1	1	20	2	18	0	0	0
chr6	-	38	HLF	PFv2	chr6:26883342-26889197	chr6:26883342-26889197/-	26883342	26889197	circ09035	1	1	20	19	0	0	0	1
chr16	+	21	SW480	PFv2	chr16:20710871-21607935	chr16:20710871-21607935/+	20710871	21607935	circ09036	1	0	2	0	2	0	0	0
chr1	+	17	HLF	PFv2	chr1:201209661-201209985	chr1:201209661-201209985/+	201209661	201209985	circ09037	1	0	20	0	20	0	0	0
chr16	+	73	HLF	PFv2	chr16:494832-495037	chr16:494832-495037/+	494832	495037	circ09038	0	0	0	0	0	0	0	0
chr17	-	7	HLF	PFv2	chr17:80147004-80147080	chr17:80147004-80147080/-	80147004	80147080	circ09039	0	0	0	0	0	0	0	0
chr12	-	7	NCI-H23	PFv2	chr12:36513483-36753134	chr12:36513483-36753134/-	36513483	36753134	circ09040	1	1	18	18	0	0	0	0
chr1	-	7	NCI-H23	PFv2	chr1:155681283-155682872	chr1:155681283-155682872/-	155681283	155682872	circ09041	0	0	0	0	0	0	0	0
chr7	+	6	SW480	PFv2	chr7:6691467-6691551	chr7:6691467-6691551/+	6691467	6691551	circ08572	0	0	0	0	0	0	0	0
chr17	+	12	SW480	PFv2	chr17:82563353-82568201	chr17:82563353-82568201/+	82563353	82568201	circ08972	1	1	9	9	0	0	0	0
chr12	-	6	NCI-H23	PFv2	chr12:120154969-120155719	chr12:120154969-120155719/-	120154969	120155719	circ03014	1	1	20	13	7	0	0	0
chr7	+	19	SW480	PFv2	chr7:98190727-98194572	chr7:98190727-98194572/+	98190727	98194572	circ05523	1	1	7	7	0	0	0	0
chr6	+	6	NCI-H23	PFv2	chr6:29889327-29943543	chr6:29889327-29943543/+	29889327	29943543	circ08586	1	0	1	0	1	0	0	0
chr13	-	18	NCI-H23	PFv2	chr13:112803909-112804009	chr13:112803909-112804009/-	112803909	112804009	circ09042	0	0	0	0	0	0	0	0
chr12	-	22	NCI-H23	PFv2	chr12:49129573-49186684	chr12:49129573-49186684/-	49129573	49186684	circ09043	1	0	14	0	14	0	0	10
chr17	-	16	HLF	PFv2	chr17:7513222-7513285	chr17:7513222-7513285/-	7513222	7513285	circ08784	1	0	2	0	2	0	0	0
chr5	-	6	HLF	PFv2	chr5:118973858-118973948	chr5:118973858-118973948/-	118973858	118973948	circ08573	0	0	0	0	0	0	0	0
chr20	+	16	HLF	PFv2	chr20:31070879-31074467	chr20:31070879-31074467/+	31070879	31074467	circ09044	1	1	20	20	0	0	0	0
chr14	-	41	HLF	PFv2	chr14:104949399-104952369	chr14:104949399-104952369/-	104949399	104952369	circ09045	1	0	3	0	3	0	0	0
chr22	-	39	HLF	PFv2	chr22:17876779-17876842	chr22:17876779-17876842/-	17876779	17876842	circ09046	1	0	3	0	3	0	0	0
chr20	+	6	SW480	PFv2	chr20:63818732-63819047	chr20:63818732-63819047/+	63818732	63819047	circ09047	1	1	5	3	2	0	0	0
chr5	+	62	SW480	PFv2	chr5:47705667-48078521	chr5:47705667-48078521/+	47705667	48078521	circ09048	1	1	20	20	0	0	0	0
chr20	-	126	SW480	PFv2	chr20:63693454-63693754	chr20:63693454-63693754/-	63693454	63693754	circ09049	0	0	0	0	0	0	0	0
chr10	+	11	NCI-H23	PFv2	chr10:124942456-124943307	chr10:124942456-124943307/+	124942456	124943307	circ05406	1	1	17	16	1	0	0	0
chr7	-	17	HLF	PFv2	chr7:26193250-26193373	chr7:26193250-26193373/-	26193250	26193373	circ07188	1	1	4	4	0	0	0	0
chr14	-	6	SW480	PFv2	chr14:104153452-104153620	chr14:104153452-104153620/-	104153452	104153620	circ09050	0	0	0	0	0	0	0	0
chr7	+	6	SW480	PFv2	chr7:893282-893582	chr7:893282-893582/+	893282	893582	circ09051	1	1	2	2	0	0	0	0
chr14	-	16	HLF	PFv2	chr14:104941887-104942382	chr14:104941887-104942382/-	104941887	104942382	circ09052	0	0	0	0	0	0	0	0
chr14	+	13	HLF	PFv2	chr14:104944203-104944698	chr14:104944203-104944698/+	104944203	104944698	circ09053	0	0	0	0	0	0	0	0
chr1	+	6	NCI-H23	PFv2	chr1:3739526-3739634	chr1:3739526-3739634/+	3739526	3739634	circ09054	1	0	16	0	16	0	0	0
chr6	+	28	SW480	PFv2	chr6:30705544-30705667	chr6:30705544-30705667/+	30705544	30705667	circ09055	0	0	0	0	0	0	0	0
chr16	-	115	NCI-H23	PFv2	chr16:30938779-30939214	chr16:30938779-30939214/-	30938779	30939214	circ09056	0	0	0	0	0	0	0	0
chr9	+	9	NCI-H23	PFv2	chr9:35546429-35548535	chr9:35546429-35548535/+	35546429	35548535	circ03269	1	1	4	2	2	0	0	0
chr1	+	20	NCI-H23	PFv2	chr1:117402185-117420649	chr1:117402185-117420649/+	117402185	117420649	circ02833	1	1	20	15	5	0	0	0
chr7	+	6	HLF	PFv2	chr7:64543706-64544432	chr7:64543706-64544432/+	64543706	64544432	circ05748	1	1	20	13	7	0	0	0
chr11	-	19	HLF	PFv2	chr11:62526256-62526640	chr11:62526256-62526640/-	62526256	62526640	circ09057	1	0	19	0	19	0	0	0
chr6	-	16	HLF	PFv2	chr6:130955104-130956499	chr6:130955104-130956499/-	130955104	130956499	circ03796	1	1	20	20	0	0	0	0
chr9	-	10	NCI-H23	PFv2	chr9:137101912-137102034	chr9:137101912-137102034/-	137101912	137102034	circ09058	1	0	5	0	5	0	0	0
chr7	-	8	NCI-H23	PFv2	chr7:140355667-140358785	chr7:140355667-140358785/-	140355667	140358785	circ04645	1	0	14	0	14	0	0	0
chr12	+	10	HLF	PFv2	chr12:70278131-70311017	chr12:70278131-70311017/+	70278131	70311017	circ03863	1	1	20	20	0	0	0	0
chr7	+	18	SW480	PFv2	chr7:98383972-98385126	chr7:98383972-98385126/+	98383972	98385126	circ09059	1	0	20	0	20	0	0	1
chr17	+	13	SW480	PFv2	chr17:244158-244246	chr17:244158-244246/+	244158	244246	circ09060	1	1	13	13	0	0	0	0
chr17	+	19	NCI-H23	PFv2	chr17:20204332-20205912	chr17:20204332-20205912/+	20204332	20205912	circ04153	1	1	20	20	0	0	0	0
chr2	-	6	NCI-H23	PFv2	chr2:97267250-97267971	chr2:97267250-97267971/-	97267250	97267971	circ08653	1	1	20	11	9	0	0	0
chr11	-	47	NCI-H23	PFv2	chr11:62522230-62522998	chr11:62522230-62522998/-	62522230	62522998	circ09061	1	0	20	0	20	0	0	0
chr9	+	22	SW480	PFv2	chr9:137102775-137103132	chr9:137102775-137103132/+	137102775	137103132	circ09062	0	0	0	0	0	0	0	0
chr1	+	31	SW480	PFv2	chr1:246483962-246484014	chr1:246483962-246484014/+	246483962	246484014	circ09063	0	0	0	0	0	0	0	0
chr2	-	13	HLF	PFv2	chr2:203297341-203297477	chr2:203297341-203297477/-	203297341	203297477	circ09064	0	0	0	0	0	0	0	0
chr19	-	6	NCI-H23	PFv2	chr19:34390793-34390893	chr19:34390793-34390893/-	34390793	34390893	circ09065	0	0	0	0	0	0	0	0
chr19	+	15	HLF	PFv2	chr19:54459425-54459537	chr19:54459425-54459537/+	54459425	54459537	circ09066	0	0	0	0	0	0	0	0
chr19	+	12	SW480	PFv2	chr19:40711066-40713484	chr19:40711066-40713484/+	40711066	40713484	circ09067	1	1	17	4	13	0	0	0
chr22	+	22	NCI-H23	PFv2	chr22:17877049-17877544	chr22:17877049-17877544/+	17877049	17877544	circ09068	1	0	20	0	20	0	0	0
chr6	-	23	SW480	PFv2	chr6:157310857-157311119	chr6:157310857-157311119/-	157310857	157311119	circ09069	1	1	1	1	0	0	0	0
